,img_asset_id,aud_asset_id,samplerate,channels,label,split
238,42696111,239846951,22050,1,0,train
239,5815500,60429221,22050,1,0,train
240,12555195,244564171,22050,1,1,train
241,62271238,146351691,22050,1,1,train
242,30209635,27349461,22050,1,1,train
243,32185650,222543161,22050,1,1,train
244,5768238,114229841,22050,1,1,train
245,38718418,39377531,22050,1,1,train
246,3187947,146329761,22050,1,1,train
247,33385865,107494,22050,1,1,train
248,1847264,146122401,22050,1,1,train
249,15352925,184307151,22050,1,1,train
250,7065484,199866351,22050,1,1,train
251,21800135,64821511,22050,1,1,train
252,2135490,96449651,22050,1,1,train
253,93555089,36402771,22050,1,1,train
254,36457238,260627431,22050,1,1,train
255,33840393,220620071,22050,1,1,train
256,69419167,184322191,22050,1,1,train
257,17683147,60993101,22050,1,1,train
258,21469215,199088011,22050,1,1,train
259,40078204,239344011,22050,1,1,train
260,21416379,234805791,22050,1,1,train
261,31358324,195449401,22050,1,1,train
262,43224439,263894701,22050,1,1,train
263,23699018,90077571,22050,1,1,train
264,51467698,244564171,22050,1,1,train
265,24489124,146351691,22050,1,1,train
266,38989516,27349461,22050,1,1,train
267,17627067,222543161,22050,1,1,train
268,56364421,114229841,22050,1,1,train
269,36008158,39377531,22050,1,1,train
270,34700719,146329761,22050,1,1,train
271,1903691,107494,22050,1,1,train
272,7648476,146122401,22050,1,1,train
273,49765978,184307151,22050,1,1,train
274,58035752,199866351,22050,1,1,train
275,77063475,64821511,22050,1,1,train
276,2651435,96449651,22050,1,1,train
277,18630835,36402771,22050,1,1,train
278,21341797,260627431,22050,1,1,train
279,12026994,220620071,22050,1,1,train
280,12382207,184322191,22050,1,1,train
281,21249171,60993101,22050,1,1,train
282,33662024,199088011,22050,1,1,train
283,73622039,239344011,22050,1,1,train
284,42710080,234805791,22050,1,1,train
285,68400228,195449401,22050,1,1,train
286,5386457,263894701,22050,1,1,train
287,5784316,90077571,22050,1,1,train
288,6990959,244564171,22050,1,1,train
289,14186891,146351691,22050,1,1,train
290,17061142,27349461,22050,1,1,train
291,43709401,222543161,22050,1,1,train
292,16724250,114229841,22050,1,1,train
293,44928099,39377531,22050,1,1,train
294,68776645,146329761,22050,1,1,train
295,42464269,107494,22050,1,1,train
296,13122594,146122401,22050,1,1,train
297,19208976,184307151,22050,1,1,train
298,52185562,199866351,22050,1,1,train
299,46955765,64821511,22050,1,1,train
300,33392035,96449651,22050,1,1,train
301,36834509,36402771,22050,1,1,train
302,34626207,260627431,22050,1,1,train
303,7610859,220620071,22050,1,1,train
304,8135054,184322191,22050,1,1,train
305,19380676,60993101,22050,1,1,train
306,2214084,199088011,22050,1,1,train
307,11791546,239344011,22050,1,1,train
308,3522184,234805791,22050,1,1,train
309,7788054,195449401,22050,1,1,train
310,4982087,263894701,22050,1,1,train
311,55628397,90077571,22050,1,1,train
312,20370316,244564171,22050,1,1,train
313,36361784,146351691,22050,1,1,train
314,13535572,27349461,22050,1,1,train
315,52130470,222543161,22050,1,1,train
316,48737274,114229841,22050,1,1,train
317,77674358,39377531,22050,1,1,train
318,11899446,146329761,22050,1,1,train
319,52470407,107494,22050,1,1,train
320,3266883,146122401,22050,1,1,train
321,34109909,184307151,22050,1,1,train
322,7330912,199866351,22050,1,1,train
323,12199976,64821511,22050,1,1,train
324,30470292,96449651,22050,1,1,train
325,42059144,36402771,22050,1,1,train
326,95302614,260627431,22050,1,1,train
327,20529306,220620071,22050,1,1,train
328,39628437,184322191,22050,1,1,train
329,29803666,60993101,22050,1,1,train
330,20643662,199088011,22050,1,1,train
331,30340418,239344011,22050,1,1,train
332,3408342,234805791,22050,1,1,train
333,20485568,195449401,22050,1,1,train
334,37137036,263894701,22050,1,1,train
335,34207388,90077571,22050,1,1,train
336,34381236,244564171,22050,1,1,train
337,28183319,146351691,22050,1,1,train
338,43337648,27349461,22050,1,1,train
339,47372575,222543161,22050,1,1,train
340,1453029,114229841,22050,1,1,train
341,34005543,39377531,22050,1,1,train
342,35294687,146329761,22050,1,1,train
343,3183321,107494,22050,1,1,train
344,43117925,146122401,22050,1,1,train
345,2920051,184307151,22050,1,1,train
346,48277735,199866351,22050,1,1,train
347,50894627,64821511,22050,1,1,train
348,3521533,96449651,22050,1,1,train
349,23763938,36402771,22050,1,1,train
350,10761725,260627431,22050,1,1,train
351,39297789,220620071,22050,1,1,train
352,17043825,184322191,22050,1,1,train
353,38747183,60993101,22050,1,1,train
354,5472721,199088011,22050,1,1,train
355,13560130,239344011,22050,1,1,train
356,33436880,234805791,22050,1,1,train
357,56079383,195449401,22050,1,1,train
358,33494920,263894701,22050,1,1,train
359,13768111,90077571,22050,1,1,train
360,30141036,244564171,22050,1,1,train
361,612366,146351691,22050,1,1,train
362,28364289,27349461,22050,1,1,train
363,34248882,222543161,22050,1,1,train
364,3680279,114229841,22050,1,1,train
365,18812634,39377531,22050,1,1,train
366,32234645,146329761,22050,1,1,train
367,21128040,107494,22050,1,1,train
368,7220177,146122401,22050,1,1,train
369,32606124,184307151,22050,1,1,train
370,1444340,199866351,22050,1,1,train
371,36827847,64821511,22050,1,1,train
372,39949516,96449651,22050,1,1,train
373,32588247,36402771,22050,1,1,train
374,18390906,260627431,22050,1,1,train
375,53201017,220620071,22050,1,1,train
376,20156561,184322191,22050,1,1,train
377,5106707,60993101,22050,1,1,train
378,59346602,199088011,22050,1,1,train
379,2839496,239344011,22050,1,1,train
380,46834341,234805791,22050,1,1,train
381,60108254,195449401,22050,1,1,train
382,72914473,263894701,22050,1,1,train
383,39631852,90077571,22050,1,1,train
384,13611546,244564171,22050,1,1,train
385,62633051,146351691,22050,1,1,train
386,29652900,27349461,22050,1,1,train
387,7671517,222543161,22050,1,1,train
388,26419289,114229841,22050,1,1,train
389,30433993,39377531,22050,1,1,train
390,11024134,146329761,22050,1,1,train
391,14416930,107494,22050,1,1,train
392,51216954,146122401,22050,1,1,train
393,20216918,184307151,22050,1,1,train
394,32635212,199866351,22050,1,1,train
395,30837845,64821511,22050,1,1,train
396,82891886,96449651,22050,1,1,train
397,6694032,36402771,22050,1,1,train
398,13279339,260627431,22050,1,1,train
399,8392252,220620071,22050,1,1,train
400,29567289,184322191,22050,1,1,train
401,34763486,60993101,22050,1,1,train
402,86937251,199088011,22050,1,1,train
403,88185793,239344011,22050,1,1,train
404,34435150,234805791,22050,1,1,train
405,53489684,195449401,22050,1,1,train
406,745266,263894701,22050,1,1,train
407,28554956,90077571,22050,1,1,train
408,44921226,244564171,22050,1,1,train
409,74221921,146351691,22050,1,1,train
410,35332282,27349461,22050,1,1,train
411,2015702,222543161,22050,1,1,train
412,21196068,114229841,22050,1,1,train
413,32175432,39377531,22050,1,1,train
414,33401059,146329761,22050,1,1,train
415,34466889,107494,22050,1,1,train
416,8604351,146122401,22050,1,1,train
417,33620806,184307151,22050,1,1,train
418,65193091,199866351,22050,1,1,train
419,27987124,64821511,22050,1,1,train
420,29839849,96449651,22050,1,1,train
421,10317957,36402771,22050,1,1,train
422,60935124,260627431,22050,1,1,train
423,44778225,220620071,22050,1,1,train
424,12260411,184322191,22050,1,1,train
425,26661270,60993101,22050,1,1,train
426,18061400,199088011,22050,1,1,train
427,6124781,239344011,22050,1,1,train
428,38370111,234805791,22050,1,1,train
429,1337625,195449401,22050,1,1,train
430,21141963,263894701,22050,1,1,train
431,33402167,90077571,22050,1,1,train
432,50990904,244564171,22050,1,1,train
433,3649045,146351691,22050,1,1,train
434,36800502,27349461,22050,1,1,train
435,16837972,222543161,22050,1,1,train
436,6704711,114229841,22050,1,1,train
437,6753566,39377531,22050,1,1,train
438,6959566,146329761,22050,1,1,train
439,8272104,107494,22050,1,1,train
440,34687605,146122401,22050,1,1,train
441,42852605,184307151,22050,1,1,train
442,7544960,199866351,22050,1,1,train
443,14915506,64821511,22050,1,1,train
444,42851131,96449651,22050,1,1,train
445,16292624,36402771,22050,1,1,train
446,33125224,260627431,22050,1,1,train
447,55554337,220620071,22050,1,1,train
448,51661567,184322191,22050,1,1,train
449,12216285,60993101,22050,1,1,train
450,36620666,199088011,22050,1,1,train
451,8343444,239344011,22050,1,1,train
452,21224721,234805791,22050,1,1,train
453,68094183,195449401,22050,1,1,train
454,29269391,263894701,22050,1,1,train
455,40627257,90077571,22050,1,1,train
456,27268902,244564171,22050,1,1,train
457,7967014,146351691,22050,1,1,train
458,64375276,27349461,22050,1,1,train
459,6912163,222543161,22050,1,1,train
460,33047973,114229841,22050,1,1,train
461,27066502,39377531,22050,1,1,train
462,35302590,146329761,22050,1,1,train
463,12188172,107494,22050,1,1,train
464,35667360,146122401,22050,1,1,train
465,3219796,184307151,22050,1,1,train
466,50963833,199866351,22050,1,1,train
467,37944940,64821511,22050,1,1,train
468,21173383,96449651,22050,1,1,train
469,35477516,36402771,22050,1,1,train
470,5348263,260627431,22050,1,1,train
471,56489258,220620071,22050,1,1,train
472,37543142,184322191,22050,1,1,train
473,35334060,60993101,22050,1,1,train
474,3745720,199088011,22050,1,1,train
475,30736193,239344011,22050,1,1,train
476,32911594,234805791,22050,1,1,train
477,27625215,195449401,22050,1,1,train
478,26552619,263894701,22050,1,1,train
479,500451,90077571,22050,1,1,train
480,27549335,95740161,22050,1,2,train
481,27681618,170451201,22050,1,2,train
482,15652996,224669781,22050,1,2,train
483,27470441,202282671,22050,1,2,train
484,7460624,248843571,22050,1,2,train
485,36982997,122698251,22050,1,2,train
486,67427121,103482831,22050,1,2,train
487,41983699,125825851,22050,1,2,train
488,91795094,73213731,22050,1,2,train
489,51223362,252185761,22050,1,2,train
490,5075698,101843091,22050,1,2,train
491,39247123,188101741,22050,1,2,train
492,24428840,80349,22050,1,2,train
493,36779314,51753391,22050,1,2,train
494,33150997,312639441,22050,1,2,train
495,36406561,93762621,22050,1,2,train
496,43610390,64365471,22050,1,2,train
497,25775926,294553761,22050,1,2,train
498,43598126,96036761,22050,1,2,train
499,3166562,190455541,22050,1,2,train
500,51228802,27447411,22050,1,2,train
501,38128021,195067151,22050,1,2,train
502,14571201,222388921,22050,1,2,train
503,21607834,55651681,22050,1,2,train
504,48675591,202618721,22050,1,2,train
505,44569123,163969251,22050,1,2,train
506,38833996,89908791,22050,1,2,train
507,37289153,311610421,22050,1,2,train
508,3371582,72205561,22050,1,2,train
509,23381256,185003891,22050,1,2,train
510,13478180,161325381,22050,1,2,train
511,40311327,186493881,22050,1,2,train
512,71038250,199732341,22050,1,2,train
513,42574328,218506031,22050,1,2,train
514,37142682,261239281,22050,1,2,train
515,51410730,71708921,22050,1,2,train
516,7717254,135335621,22050,1,2,train
517,36969250,169678841,22050,1,2,train
518,40414904,95740161,22050,1,2,train
519,29836085,170451201,22050,1,2,train
520,9369309,224669781,22050,1,2,train
521,36334891,202282671,22050,1,2,train
522,56411494,248843571,22050,1,2,train
523,3944752,122698251,22050,1,2,train
524,20049168,103482831,22050,1,2,train
525,40983033,125825851,22050,1,2,train
526,34557244,73213731,22050,1,2,train
527,595534,252185761,22050,1,2,train
528,15140749,101843091,22050,1,2,train
529,44003597,188101741,22050,1,2,train
530,40028135,80349,22050,1,2,train
531,43757255,51753391,22050,1,2,train
532,35882432,312639441,22050,1,2,train
533,53719147,93762621,22050,1,2,train
534,36845409,64365471,22050,1,2,train
535,76279150,294553761,22050,1,2,train
536,34128373,96036761,22050,1,2,train
537,6731758,190455541,22050,1,2,train
538,14014922,27447411,22050,1,2,train
539,65790869,195067151,22050,1,2,train
540,33846173,222388921,22050,1,2,train
541,18889394,55651681,22050,1,2,train
542,31419704,202618721,22050,1,2,train
543,17777830,163969251,22050,1,2,train
544,47865502,89908791,22050,1,2,train
545,3109320,311610421,22050,1,2,train
546,52480311,72205561,22050,1,2,train
547,37620552,185003891,22050,1,2,train
548,5018341,161325381,22050,1,2,train
549,38593361,186493881,22050,1,2,train
550,41074290,199732341,22050,1,2,train
551,40785491,218506031,22050,1,2,train
552,82028601,261239281,22050,1,2,train
553,17865503,71708921,22050,1,2,train
554,2647180,135335621,22050,1,2,train
555,6020757,169678841,22050,1,2,train
556,71574870,95740161,22050,1,2,train
557,49300111,170451201,22050,1,2,train
558,8247533,224669781,22050,1,2,train
559,36252399,202282671,22050,1,2,train
560,40195685,248843571,22050,1,2,train
561,32065644,122698251,22050,1,2,train
562,15347587,103482831,22050,1,2,train
563,73992758,125825851,22050,1,2,train
564,87721828,73213731,22050,1,2,train
565,66707253,252185761,22050,1,2,train
566,49275420,101843091,22050,1,2,train
567,50750683,188101741,22050,1,2,train
568,53368688,80349,22050,1,2,train
569,20937424,51753391,22050,1,2,train
570,7505496,312639441,22050,1,2,train
571,12077130,93762621,22050,1,2,train
572,42198141,64365471,22050,1,2,train
573,31553184,294553761,22050,1,2,train
574,1149310,96036761,22050,1,2,train
575,37819393,190455541,22050,1,2,train
576,75927749,27447411,22050,1,2,train
577,32169436,195067151,22050,1,2,train
578,28559926,222388921,22050,1,2,train
579,35950476,55651681,22050,1,2,train
580,5411295,202618721,22050,1,2,train
581,13135166,163969251,22050,1,2,train
582,42830066,89908791,22050,1,2,train
583,33345833,311610421,22050,1,2,train
584,32218577,72205561,22050,1,2,train
585,487674,185003891,22050,1,2,train
586,37004616,161325381,22050,1,2,train
587,694145,186493881,22050,1,2,train
588,40666424,199732341,22050,1,2,train
589,16875354,218506031,22050,1,2,train
590,46161220,261239281,22050,1,2,train
591,43544106,71708921,22050,1,2,train
592,14734280,135335621,22050,1,2,train
593,33463803,169678841,22050,1,2,train
594,10994132,95740161,22050,1,2,train
595,38600251,170451201,22050,1,2,train
596,7938581,224669781,22050,1,2,train
597,37925347,202282671,22050,1,2,train
598,33370456,248843571,22050,1,2,train
599,23868451,122698251,22050,1,2,train
600,43723202,103482831,22050,1,2,train
601,49064383,125825851,22050,1,2,train
602,6563157,73213731,22050,1,2,train
603,44567707,252185761,22050,1,2,train
604,37538443,101843091,22050,1,2,train
605,34190585,188101741,22050,1,2,train
606,28439730,80349,22050,1,2,train
607,57454961,51753391,22050,1,2,train
608,73467577,312639441,22050,1,2,train
609,28633074,93762621,22050,1,2,train
610,33845488,64365471,22050,1,2,train
611,7013353,294553761,22050,1,2,train
612,31452143,96036761,22050,1,2,train
613,7882680,190455541,22050,1,2,train
614,8793488,27447411,22050,1,2,train
615,3197397,195067151,22050,1,2,train
616,14101410,222388921,22050,1,2,train
617,50597947,55651681,22050,1,2,train
618,45299331,202618721,22050,1,2,train
619,19670630,163969251,22050,1,2,train
620,2696471,89908791,22050,1,2,train
621,34155262,311610421,22050,1,2,train
622,33824391,72205561,22050,1,2,train
623,42520315,185003891,22050,1,2,train
624,40887048,161325381,22050,1,2,train
625,35101722,186493881,22050,1,2,train
626,23756335,199732341,22050,1,2,train
627,30356494,218506031,22050,1,2,train
628,29833745,261239281,22050,1,2,train
629,48246489,71708921,22050,1,2,train
630,3867612,135335621,22050,1,2,train
631,2626252,169678841,22050,1,2,train
632,45782497,95740161,22050,1,2,train
633,14475310,170451201,22050,1,2,train
634,55151341,224669781,22050,1,2,train
635,39427930,202282671,22050,1,2,train
636,16322378,248843571,22050,1,2,train
637,41909815,122698251,22050,1,2,train
638,1396043,103482831,22050,1,2,train
639,17480390,125825851,22050,1,2,train
640,47679078,73213731,22050,1,2,train
641,29795410,252185761,22050,1,2,train
642,40982111,101843091,22050,1,2,train
643,24688812,188101741,22050,1,2,train
644,38235480,80349,22050,1,2,train
645,80126300,51753391,22050,1,2,train
646,41073943,312639441,22050,1,2,train
647,2656060,93762621,22050,1,2,train
648,31477191,64365471,22050,1,2,train
649,36583979,294553761,22050,1,2,train
650,39048254,96036761,22050,1,2,train
651,47812471,190455541,22050,1,2,train
652,6970368,27447411,22050,1,2,train
653,770449,195067151,22050,1,2,train
654,18173889,222388921,22050,1,2,train
655,34357618,55651681,22050,1,2,train
656,47575897,202618721,22050,1,2,train
657,46382189,163969251,22050,1,2,train
658,37178045,89908791,22050,1,2,train
659,40405716,311610421,22050,1,2,train
660,3444115,72205561,22050,1,2,train
661,1385039,185003891,22050,1,2,train
662,6476650,161325381,22050,1,2,train
663,38731465,186493881,22050,1,2,train
664,2297737,199732341,22050,1,2,train
665,44314896,218506031,22050,1,2,train
666,65187140,261239281,22050,1,2,train
667,40901656,71708921,22050,1,2,train
668,51994790,135335621,22050,1,2,train
669,39755923,169678841,22050,1,2,train
670,36389215,95740161,22050,1,2,train
671,52392959,170451201,22050,1,2,train
672,7118080,224669781,22050,1,2,train
673,4963859,202282671,22050,1,2,train
674,37256617,248843571,22050,1,2,train
675,9107864,122698251,22050,1,2,train
676,33921139,103482831,22050,1,2,train
677,35154858,125825851,22050,1,2,train
678,39385503,73213731,22050,1,2,train
679,3148240,252185761,22050,1,2,train
680,49500142,101843091,22050,1,2,train
681,27633754,188101741,22050,1,2,train
682,36928946,80349,22050,1,2,train
683,41863633,51753391,22050,1,2,train
684,6838838,312639441,22050,1,2,train
685,8307001,93762621,22050,1,2,train
686,40255646,64365471,22050,1,2,train
687,15801931,294553761,22050,1,2,train
688,4294985,96036761,22050,1,2,train
689,32384930,190455541,22050,1,2,train
690,36611921,27447411,22050,1,2,train
691,4697473,195067151,22050,1,2,train
692,5117708,222388921,22050,1,2,train
693,50033900,55651681,22050,1,2,train
694,27548253,202618721,22050,1,2,train
695,747446,163969251,22050,1,2,train
696,24379895,89908791,22050,1,2,train
697,3725513,311610421,22050,1,2,train
698,16730509,72205561,22050,1,2,train
699,13360588,185003891,22050,1,2,train
700,25580648,161325381,22050,1,2,train
701,6935571,186493881,22050,1,2,train
702,12394061,199732341,22050,1,2,train
703,5515483,218506031,22050,1,2,train
704,35451359,261239281,22050,1,2,train
705,49132437,71708921,22050,1,2,train
706,16886182,135335621,22050,1,2,train
707,34200842,169678841,22050,1,2,train
708,85710806,95740161,22050,1,2,train
709,63959682,170451201,22050,1,2,train
710,40519933,224669781,22050,1,2,train
711,28676790,202282671,22050,1,2,train
712,6753552,248843571,22050,1,2,train
713,25942651,122698251,22050,1,2,train
714,3472948,103482831,22050,1,2,train
715,36309261,125825851,22050,1,2,train
716,45271134,73213731,22050,1,2,train
717,37230348,252185761,22050,1,2,train
718,37187352,101843091,22050,1,2,train
719,42022842,188101741,22050,1,2,train
720,8566019,127631941,22050,1,3,train
721,30014722,237255451,22050,1,3,train
722,11798630,192157121,22050,1,3,train
723,44589406,202638721,22050,1,3,train
724,41295677,101078,22050,1,3,train
725,11695998,206612531,22050,1,3,train
726,64019219,240236871,22050,1,3,train
727,71960195,286662011,22050,1,3,train
728,4680377,294955081,22050,1,3,train
729,32501032,30930211,22050,1,3,train
730,31473506,167700401,22050,1,3,train
731,29654979,88666791,22050,1,3,train
732,81297412,127930281,22050,1,3,train
733,49316725,122349041,22050,1,3,train
734,34146860,188466721,22050,1,3,train
735,48519043,231988341,22050,1,3,train
